chave,kt,jogador,clube,liga,pos11,setor,tipo,psv99,psv99,sprint_count_p90,hi_count_p90,expl_accel_sprint_p90,distance_p90,runs_p30tip,tipo_pref
a chere ayovi,libertad,A. Chére Ayoví,Libertad,Equador A,CA,Atacante,Baixa intensidade,28.07,28.07,9.83,68.74,0.66,10011.62,22.0,False
pablo,,Pablo,Operário-PR,Série B,CA,Atacante,Baixa intensidade,27.02,27.02,5.53,47.0,0.76,9265.82,35.57,False
i tapia,barracas central,I. Tapia,Barracas Central,Argentina A,MED,Meia,Baixa intensidade,25.95,25.95,3.87,31.47,0.58,9906.27,17.0,False
a astudillo,cobresal,A. Astudillo,Cobresal,Chile,MED,Meia,Explosivo e rápido,29.66,29.66,12.08,68.67,1.16,10690.46,35.9,False
j saborido,platense,J. Saborido,Platense,Argentina A,LD,Lateral,Baixa intensidade,29.09,29.09,10.37,61.86,1.92,9682.18,16.8,False
j roa,aguilas doradas,J. Roa,Águilas Doradas,Colombia A,MED,Meia,Baixa intensidade,26.17,26.17,4.4,41.32,0.32,10206.0,22.0,False
j morocho,delfin,J. Morocho,Delfin,Equador A,MED,Meia,Baixa intensidade,27.25,27.25,5.46,48.93,0.59,9573.29,15.2,False
h villamayor,sportivo san lorenzo,H. Villamayor,Sportivo San Lorenzo,Paraguai,ED,Extremo,Baixa intensidade,26.59,26.59,4.0,38.5,0.21,9540.93,14.6,False
l garro,utc cajamarca,L. Garro,UTC Cajamarca,Peru,LD,Lateral,Baixa intensidade,28.62,28.62,8.77,53.23,2.98,9126.82,19.0,False
j barrios,sportivo san lorenzo,J. Barrios,Sportivo San Lorenzo,Paraguai,CA,Atacante,Explosivo e rápido,29.68,29.68,12.63,74.96,1.31,9773.03,29.6,False
f alvarez,tigre,F. Álvarez,Tigre,Argentina A,LE,Lateral,Baixa intensidade,28.23,28.23,9.28,55.68,0.94,9333.67,15.3,False
agustin quiroga,estudiantes rio cuarto,Agustín Quiroga,Estudiantes Río Cuarto,Argentina A,LE,Lateral,Baixa intensidade,28.87,28.87,8.24,52.86,1.04,9704.63,15.9,False
d lozano,aguilas doradas,D. Lozano,Águilas Doradas,Colombia A,LD,Lateral,Explosivo e rápido,31.84,31.84,17.9,89.69,3.61,9801.72,30.0,True
m davila,concepcion,M. Dávila,Concepción,Chile,MED,Meia,Médio em tudo,26.83,26.83,6.83,54.83,0.6,10581.89,26.7,True
marcio,,Márcio,Ponte Preta,Série B,ZE,Zaga,Motor de volume,29.51,29.51,8.87,46.55,0.85,8888.53,5.76,True
m colman,progreso,M. Colmán,Progreso,Uruguai,LD,Lateral,Médio em tudo,28.6,28.6,7.67,56.94,0.12,10265.42,17.3,False
e velasco,deportivo cali,E. Velasco,Deportivo Cali,Colombia A,LE,Lateral,Baixa intensidade,29.2,29.2,9.43,55.31,1.61,8658.78,9.8,False
m torres,gimnasia la plata,M. Torres,Gimnasia La Plata,Argentina A,CA,Atacante,Baixa intensidade,28.6,28.6,10.16,60.76,1.22,9363.11,26.5,False
cris martinez,huachipato,Cris Martínez,Huachipato,Chile,CA,Atacante,Explosivo e rápido,29.38,29.38,13.54,72.19,1.85,9278.7,28.4,False
sabino,ud oliveirense,Sabino,UD Oliveirense,Portugal B,MED,Meia,Baixa intensidade,27.12,27.12,5.76,46.81,0.61,9792.54,,False
j obregon,deportivo pasto,J. Obregón,Deportivo Pasto,Colombia A,CA,Atacante,Baixa intensidade,29.05,29.05,9.39,53.78,0.81,8764.51,30.8,False
l morales,belgrano,L. Morales,Belgrano,Argentina A,LD,Lateral,Baixa intensidade,29.19,29.19,7.58,45.63,1.02,9014.53,7.5,False
serafim,al dhafra,Serafim,Al Dhafra,Emirados,ZD,Zaga,Explosivo e rápido,29.28,29.28,6.74,40.04,1.62,8014.27,,False
t cavanagh,danubio,T. Cavanagh,Danubio,Uruguai,LE,Lateral,Baixa intensidade,28.75,28.75,7.3,49.73,1.17,9592.16,11.1,False
guillermo celis,junior,Guillermo Celis,Junior,Colombia A,VOL,Volante,Intermediário,27.63,27.63,6.69,54.15,1.08,9119.37,10.1,True
d gutierrez,union la calera,D. Gutiérrez,Unión La Calera,Chile,LE,Lateral,Baixa intensidade,28.69,28.69,8.93,55.09,1.33,9114.73,10.8,False
j franco,deportivo recoleta,J. Franco,Deportivo Recoleta,Paraguai,MED,Meia,Baixa intensidade,27.43,27.43,5.54,46.49,0.85,9804.97,15.7,False
j sanguina,de mayo,J. Sanguina,2 de Mayo,Paraguai,CA,Atacante,Explosivo e rápido,29.01,29.01,14.52,82.1,1.87,9497.34,34.6,False
k tamayo,once caldas,K. Tamayo,Once Caldas,Colombia A,LE,Lateral,Médio em tudo,28.93,28.93,10.02,59.61,1.91,9451.75,26.1,False
c meza,fc cajamarca,C. Meza,FC Cajamarca,Peru,ED,Extremo,Baixa intensidade,29.16,29.16,9.94,63.17,0.81,9591.54,15.4,False
j pertuz,llaneros,J. Pertúz,Llaneros,Colombia A,LD,Lateral,Baixa intensidade,30.2,30.2,11.38,64.94,3.67,9140.43,8.1,False
j hinestroza,jaguares de cordoba,J. Hinestroza,Jaguares de Córdoba,Colombia A,MED,Meia,Baixa intensidade,26.81,26.81,4.07,41.05,0.93,9920.17,24.0,False
lucas anjos,sporting cp ii,Lucas Anjos,Sporting CP II,Portugal B,CA,Atacante,Explosivo e rápido,29.16,29.16,14.4,83.53,2.88,10255.37,,False
c ramos,deportivo garcilaso,C. Ramos,Deportivo Garcilaso,Peru,VOL,Volante,Mais intenso,29.31,29.31,12.9,75.78,1.7,8969.44,22.9,True
fernando martinez,central cordoba sde,Fernando Martínez,Central Córdoba SdE,Argentina A,LD,Lateral,Explosivo e rápido,29.71,29.71,13.85,77.44,1.94,9767.46,26.5,True
j feliu,nacional asuncion,J. Feliú,Nacional Asunción,Paraguai,LD,Lateral,Explosivo e rápido,29.33,29.33,12.74,70.18,1.44,9680.3,25.8,True
o romero,de mayo,Ó. Romero,2 de Mayo,Paraguai,MED,Meia,Baixa intensidade,25.61,25.61,4.03,44.06,0.67,10977.12,30.6,False
j alvino,adt,J. Alvino,ADT,Peru,VOL,Volante,Intermediário,27.39,27.39,4.39,41.74,0.84,9133.84,11.8,True
m sen,comerciantes unidos,M. Sen,Comerciantes Unidos,Peru,CA,Atacante,Baixa intensidade,28.79,28.79,8.91,53.73,1.15,8239.31,25.5,False
n azambuja vargas,danubio,N. Azambuja Vargas,Danubio,Uruguai,CA,Atacante,Motor de volume,29.17,29.17,14.5,85.11,1.32,10755.84,27.1,True
g rivero,deportivo cuenca,G. Rivero,Deportivo Cuenca,Equador A,CA,Atacante,Baixa intensidade,27.36,27.36,7.71,58.69,1.67,9740.08,19.1,False
n sansotre,deportivo riestra,N. Sansotre,Deportivo Riestra,Argentina A,LD,Lateral,Baixa intensidade,27.25,27.25,6.66,45.48,0.64,9577.84,11.2,False
j alman,manta,J. Alman,Manta,Equador A,CA,Atacante,Baixa intensidade,27.84,27.84,8.29,57.56,0.83,9311.74,30.4,False
ze ricardo,,Zé Ricardo,Avaí,Série B,VOL,Volante,Intermediário,27.37,27.37,5.42,44.4,0.68,10244.65,22.81,True
b montenegro,defensor sporting,B. Montenegro,Defensor Sporting,Uruguai,CA,Atacante,Explosivo e rápido,28.89,28.89,12.25,69.74,2.07,9662.68,27.1,False
d daguerre,cerro largo,D. Daguerre,Cerro Largo,Uruguai,CA,Atacante,Motor de volume,27.28,27.28,8.95,66.35,0.53,10600.59,25.6,True
a zova,aucas,A. Zova,Aucas,Equador A,LD,Lateral,Baixa intensidade,29.12,29.12,7.87,51.72,0.99,9482.67,13.3,False
aylon,,Aylon,Operário-PR,Série B,EE,Extremo,Baixa intensidade,28.96,28.96,8.61,59.62,1.19,9614.41,31.26,False
f cantillo,alianza,F. Cantillo,Alianza,Colombia A,MED,Meia,Baixa intensidade,26.99,26.99,3.99,39.9,0.75,9581.52,24.4,False
wellington carvalho,chaves,Wellington Carvalho,Chaves,Portugal B,ED,Extremo,Motor de volume,28.02,28.02,9.14,67.69,2.14,9962.22,,False
e cannavo,racing club,E. Cannavo,Racing Club,Argentina A,LD,Lateral,Baixa intensidade,30.34,30.34,8.35,56.57,1.01,9215.26,13.5,False
g chiaverano,audax italiano,G. Chiaverano,Audax Italiano,Chile,CA,Atacante,Explosivo e rápido,29.69,29.69,14.8,86.49,1.97,9751.89,28.3,False
f fydriszewski,junior,F. Fydriszewski,Junior,Colombia A,CA,Atacante,Explosivo e rápido,28.95,28.95,12.29,64.41,2.71,8388.03,25.6,False
r salcedo,sport huancayo,R. Salcedo,Sport Huancayo,Peru,VOL,Volante,Menos intenso,26.84,26.84,3.1,31.98,0.53,8704.19,5.9,False
e zuniga,delfin,E. Zúñiga,Delfin,Equador A,LE,Lateral,Explosivo e rápido,29.76,29.76,12.72,67.98,3.26,9120.31,28.8,True
franco cristaldo,talleres cordoba,Franco Cristaldo,Talleres Córdoba,Argentina A,MEI,Meia,Médio em tudo,28.58,28.58,8.65,65.41,0.41,10627.01,39.0,True
lucas monzon,junior,Lucas Monzón,Junior,Colombia A,ZE,Zaga,Explosivo e rápido,30.33,30.33,6.75,39.07,1.61,7780.33,2.0,False
s salazar,boyaca chico,S. Salazar,Boyacá Chicó,Colombia A,MED,Meia,Baixa intensidade,26.28,26.28,5.03,48.33,0.28,9793.36,15.6,False
guilherme liberato,torreense,Guilherme Liberato,Torreense,Portugal B,MED,Meia,Médio em tudo,27.97,27.97,7.6,58.26,0.8,10085.68,,True
m tello,macara,M. Tello,Macará,Equador A,MED,Meia,Médio em tudo,27.42,27.42,7.49,60.86,0.4,10458.85,40.7,True
j rodriguez,libertad,J. Rodríguez,Libertad,Equador A,LE,Lateral,Baixa intensidade,28.28,28.28,6.81,46.82,1.55,9563.09,17.9,False
ze lucas,,Zé Lucas,Sport,Série B,VOL,Volante,Mais intenso,28.21,28.21,8.0,57.22,0.67,10158.71,37.42,True
dalbert,,Dalbert,América-MG,Série B,LE,Lateral,Explosivo e rápido,30.46,30.46,13.56,72.77,2.2,9601.73,16.86,True
m kranevitter,fatih karagumruk,M. Kranevitter,Fatih Karagümrük,Turquia,VOL,Volante,Intermediário,27.08,27.08,5.97,50.21,0.62,10213.42,12.2,True
r lagos,cusco,R. Lagos,Cusco,Peru,LE,Lateral,Baixa intensidade,29.15,29.15,8.47,48.08,1.71,8287.43,14.6,False
d coronel,libertad,D. Coronel,Libertad,Equador A,CA,Atacante,Baixa intensidade,29.13,29.13,8.84,60.81,0.75,9171.66,23.9,False
j cazares,macara,J. Cazares,Macará,Equador A,VOL,Volante,Menos intenso,26.98,26.98,3.71,34.72,0.57,9030.68,8.6,False
m llanten,deportes limache,M. Llantén,Deportes Limache,Chile,MED,Meia,Médio em tudo,28.46,28.46,8.33,62.35,0.78,10623.54,23.1,True
m recalde,gimnasia mendoza,M. Recalde,Gimnasia Mendoza,Argentina A,LE,Lateral,Médio em tudo,28.06,28.06,10.4,63.3,1.64,10187.66,23.3,False
c nunez,cienciano,C. Núñez,Cienciano,Peru,LD,Lateral,Baixa intensidade,28.43,28.43,5.16,33.92,0.49,8381.07,4.1,False
a arroyo,utc cajamarca,A. Arroyo,UTC Cajamarca,Peru,CA,Atacante,Baixa intensidade,28.02,28.02,6.02,42.25,0.82,7660.41,35.7,False
klaus,,Klaus,Operário-PR,Série B,ZD,Zaga,Baixa intensidade,28.33,28.33,4.29,30.56,0.34,8613.96,5.4,False
f bregante,cerro,F. Bregante,Cerro,Uruguai,LE,Lateral,Médio em tudo,28.26,28.26,10.0,66.31,0.27,10657.8,28.9,False
v fernandez,everton,V. Fernández,Everton,Chile,LE,Lateral,Médio em tudo,29.31,29.31,11.94,70.3,1.09,9806.72,21.6,False
s andino,panathinaikos,S. Andino,Panathinaikos,Grecia,EE,Extremo,Explosivo e rápido,30.2,30.2,19.18,105.8,2.47,10449.17,32.1,True
e vega,deportivo cuenca,É. Vega,Deportivo Cuenca,Equador A,MED,Meia,Baixa intensidade,26.55,26.55,3.36,37.01,0.2,9386.29,15.9,False
j goitia,deportivo riestra,J. Goitía,Deportivo Riestra,Argentina A,MED,Meia,Baixa intensidade,26.55,26.55,4.9,41.45,0.32,10034.81,16.4,False
l villegas,banfield,L. Villegas,Banfield,Argentina A,MED,Meia,Médio em tudo,26.66,26.66,6.28,56.39,0.57,10867.69,24.6,True
h loboa diaz,medellin,H. Loboa Diaz,Medellín,Colombia A,MED,Meia,Baixa intensidade,27.74,27.74,5.34,43.92,0.76,9368.99,10.0,False
a diaz,deportivo riestra,A. Díaz,Deportivo Riestra,Argentina A,CA,Atacante,Motor de volume,28.55,28.55,11.17,65.95,1.07,9579.97,39.2,True
xavier,portimonense,Xavier,Portimonense,Portugal B,MED,Meia,Baixa intensidade,28.35,28.35,4.79,37.49,0.84,8951.6,,False
j majao,tecnico universitario,J. Majao,Técnico Universitario,Equador A,MED,Meia,Baixa intensidade,26.25,26.25,2.76,32.25,0.3,10003.46,14.5,False
m pitton,union santa fe,M. Pittón,Unión Santa Fe,Argentina A,MED,Meia,Baixa intensidade,27.21,27.21,5.38,50.31,0.42,10152.11,18.0,False
nacho pais,banfield,Nacho Pais,Banfield,Argentina A,MED,Meia,Baixa intensidade,26.87,26.87,6.13,52.05,0.68,10320.18,18.8,False
a davila,cd moquegua,A. Dávila,CD Moquegua,Peru,ED,Extremo,Baixa intensidade,29.34,29.34,11.01,63.46,1.83,9639.51,24.9,False
echapora,,Echaporã,São Bernardo,Série B,EE,Extremo,Motor de volume,29.41,29.41,13.56,84.04,1.35,10404.91,42.45,False
g abregu,instituto,G. Abregú,Instituto,Argentina A,MED,Meia,Baixa intensidade,26.56,26.56,4.4,43.63,0.62,10181.24,14.0,False
r colpa,jaguares de cordoba,R. Colpa,Jaguares de Córdoba,Colombia A,MED,Meia,Baixa intensidade,28.09,28.09,4.48,44.32,0.26,9570.46,15.1,False
wesley pinheiro,,Wesley Pinheiro,Botafogo-SP,Série B,EE,Extremo,Motor de volume,29.77,29.77,13.99,74.13,1.19,10186.3,29.6,False
l sosa,danubio,L. Sosa,Danubio,Uruguai,LE,Lateral,Médio em tudo,27.88,27.88,9.32,65.49,0.22,10319.7,25.7,False
j orejuela,fc cajamarca,J. Orejuela,FC Cajamarca,Peru,MED,Meia,Baixa intensidade,25.85,25.85,4.46,39.18,0.31,9180.75,9.7,False
j moya,everton,J. Moya,Everton,Chile,MED,Meia,Baixa intensidade,27.11,27.11,3.82,37.33,0.41,10024.53,9.7,False
j salas,melgar,J. Salas,Melgar,Peru,MED,Meia,Baixa intensidade,26.48,26.48,3.82,38.29,0.38,9940.56,20.4,False
n valencia,boyaca chico,N. Valencia,Boyacá Chicó,Colombia A,VOL,Volante,Intermediário,27.57,27.57,7.49,57.21,0.48,10064.9,20.1,True
f barrios,boston river,F. Barrios,Boston River,Uruguai,MED,Meia,Baixa intensidade,25.89,25.89,3.44,39.24,0.42,10273.67,13.8,False
s longo,belgrano,S. Longo,Belgrano,Argentina A,VOL,Volante,Menos intenso,27.35,27.35,5.69,49.51,0.24,10428.63,11.0,False
f delgado,deportivo pereira,F. Delgado,Deportivo Pereira,Colombia A,LE,Lateral,Médio em tudo,28.04,28.04,11.42,67.75,1.35,9114.57,34.6,False
a aedo,boyaca chico,A. Aedo,Boyacá Chicó,Colombia A,LD,Lateral,Baixa intensidade,28.34,28.34,7.82,54.46,1.35,8650.71,5.4,False
fernando martinez,rubio nu,Fernando Martínez,Rubio Ñú,Paraguai,MED,Meia,Baixa intensidade,27.22,27.22,5.76,44.97,0.3,9765.17,13.2,False
i mosquera,deportivo cuenca,I. Mosquera,Deportivo Cuenca,Equador A,LD,Lateral,Baixa intensidade,29.06,29.06,9.48,55.22,1.2,9357.02,16.1,False
j largacha,deportivo pereira,J. Largacha,Deportivo Pereira,Colombia A,CA,Atacante,Explosivo e rápido,31.37,31.37,15.31,76.04,2.43,9906.39,39.4,False
daniel penha,,Daniel Penha,Avaí,Série B,CA,Atacante,Motor de volume,28.21,28.21,10.95,73.18,2.06,10606.84,48.18,True
lourenco,,Lourenço,Goiás,Série B,MEI,Meia,Baixa intensidade,29.41,29.41,5.99,41.7,0.57,10093.22,18.61,False
bruno gutierrez,la serena, Bruno Gutiérrez,La Serena,Chile,LD,Lateral,Médio em tudo,29.48,29.48,9.37,67.33,1.45,9933.57,,False
cesar nunes,central espanol,Cesar Nunes,Central Español,Uruguai,LE,Lateral,Baixa intensidade,30.22,30.22,11.24,60.9,1.58,8968.88,17.4,False
c barros,cerro,C. Barros,Cerro,Uruguai,ED,Extremo,Motor de volume,27.89,27.89,9.1,58.34,1.93,10062.11,35.1,False
fabio agurto,juan pablo ii college,Fabio Agurto,Juan Pablo II College,Peru,LE,Lateral,Baixa intensidade,28.67,28.67,8.77,53.18,1.6,8612.08,10.7,False
matheus trindade,,Matheus Trindade,Operário-PR,Série B,VOL,Volante,Menos intenso,26.69,26.69,5.09,47.95,0.65,10262.69,24.57,False
c arrieta,tolima,C. Arrieta,Tolima,Colombia A,LD,Lateral,Baixa intensidade,29.26,29.26,8.7,52.4,1.02,8941.73,11.6,False
j antonini,estudiantes rio cuarto,J. Antonini,Estudiantes Río Cuarto,Argentina A,LD,Lateral,Baixa intensidade,28.13,28.13,9.2,58.44,1.25,9595.64,10.7,False
y mena,sport huancayo,Y. Mena,Sport Huancayo,Peru,CA,Atacante,Baixa intensidade,29.01,29.01,10.22,59.5,2.45,8340.32,19.1,False
lucas lovat,,Lucas Lovat,CRB,Série B,LE,Lateral,Baixa intensidade,29.6,29.6,8.81,51.03,1.22,9613.49,16.87,False
m bajamich,estudiantes rio cuarto,M. Bajamich,Estudiantes Río Cuarto,Argentina A,CA,Atacante,Motor de volume,28.86,28.86,11.01,68.18,0.89,9668.26,35.6,True
a martinez,racing club,A. Martínez,Racing Club,Argentina A,CA,Atacante,Baixa intensidade,27.81,27.81,7.33,59.27,1.06,9302.07,28.5,False
horacio tijanovich,central cordoba sde,Horacio Tijanovich,Central Córdoba SdE,Argentina A,EE,Extremo,Motor de volume,28.4,28.4,9.68,67.09,1.66,10415.15,33.7,False
joao adriano,ud oliveirense,João Adriano,UD Oliveirense,Portugal B,ED,Extremo,Motor de volume,27.6,27.6,12.47,77.92,1.95,10550.74,,False
r herrera,newell s old boys,R. Herrera,Newell's Old Boys,Argentina A,VOL,Volante,Intermediário,28.54,28.54,8.94,61.72,0.78,9591.92,18.7,True
tokinho,lusitania fc lourosa,Tokinho,Lusitania FC Lourosa,Portugal B,MED,Meia,Baixa intensidade,27.06,27.06,5.37,50.08,0.35,10128.0,,False
s sosa,defensa y justicia,S. Sosa,Defensa y Justicia,Argentina A,MED,Meia,Baixa intensidade,27.92,27.92,5.64,42.98,0.56,9768.37,11.3,False
c cortes,llaneros,C. Cortes,Llaneros,Colombia A,CA,Atacante,Baixa intensidade,29.66,29.66,9.31,56.32,1.24,8155.01,26.4,False
gege,,Gegé,Goiás,Série B,EE,Extremo,Motor de volume,26.66,26.66,6.62,54.49,0.35,10288.44,33.34,False
miraima,,Miraíma,São Bernardo,Série B,VOL,Volante,Menos intenso,25.65,25.65,3.57,42.07,0.08,10826.17,33.05,False
a naula,guayaquil city,A. Naula,Guayaquil City,Equador A,MEI,Meia,Baixa intensidade,25.47,25.47,4.43,47.69,0.08,10789.73,25.5,False
a palavecino,aldosivi,A. Palavecino,Aldosivi,Argentina A,EE,Extremo,Motor de volume,29.25,29.25,11.38,64.83,1.32,10131.38,27.7,False
matheus sales,,Matheus Sales,Botafogo-SP,Série B,VOL,Volante,Intermediário,27.74,27.74,5.49,42.45,1.16,9464.44,21.42,True
n cordero,aldosivi,N. Cordero,Aldosivi,Argentina A,CA,Atacante,Baixa intensidade,27.6,27.6,10.34,61.82,0.61,9747.34,26.2,False
i morales,argentinos juniors,I. Morales,Argentinos Juniors,Argentina A,CA,Atacante,Explosivo e rápido,29.91,29.91,19.6,94.01,2.6,9835.87,25.8,False
f gulli,san lorenzo,F. Gulli,San Lorenzo,Argentina A,MEI,Meia,Médio em tudo,28.54,28.54,7.74,54.07,1.18,10257.6,34.4,True
u ortegoza,racing club,U. Ortegoza,Racing Club,Argentina A,EE,Extremo,Motor de volume,28.63,28.63,11.92,72.11,0.98,10107.33,25.9,False
k sanchez,los chankas,K. Sánchez,Los Chankas,Peru,MED,Meia,Baixa intensidade,27.17,27.17,5.42,43.17,0.34,9342.92,16.1,False
g viera,cerro largo,G. Viera,Cerro Largo,Uruguai,EE,Extremo,Baixa intensidade,29.88,29.88,9.42,57.56,1.78,9173.69,26.2,False
a alonso,deportivo riestra,A. Alonso,Deportivo Riestra,Argentina A,MED,Meia,Médio em tudo,27.26,27.26,7.76,58.31,0.27,10494.33,29.7,True
p alvarez,rubio nu,P. Álvarez,Rubio Ñú,Paraguai,LE,Lateral,Baixa intensidade,28.28,28.28,6.41,44.85,0.9,9195.45,7.8,False
p mancilla,guayaquil city,P. Mancilla,Guayaquil City,Equador A,LE,Lateral,Baixa intensidade,27.71,27.71,5.86,42.38,0.92,8918.04,10.1,False
i perruzzi,san lorenzo,I. Perruzzi,San Lorenzo,Argentina A,VOL,Volante,Menos intenso,26.38,26.38,5.12,43.71,0.3,9852.63,8.6,False
y salazar,la serena,Y. Salazar,La Serena,Chile,LE,Lateral,Explosivo e rápido,29.05,29.05,12.23,67.52,1.68,9583.82,21.2,True
n rengifo,deportivo pereira,N. Rengifo,Deportivo Pereira,Colombia A,VOL,Volante,Menos intenso,27.08,27.08,3.59,34.27,0.49,9155.3,19.2,False
welinton junior,portimonense,Welinton Júnior,Portimonense,Portugal B,CA,Atacante,Explosivo e rápido,29.34,29.34,13.41,71.03,3.9,8525.73,,False
i ramirez ferreira,club libertad,I. Ramirez Ferreira,Club Libertad,Paraguai,CA,Atacante,Motor de volume,28.27,28.27,12.03,72.25,1.44,9423.03,28.1,True
j tevez,cusco,J. Tévez,Cusco,Peru,CA,Atacante,Baixa intensidade,29.32,29.32,10.32,58.7,1.34,8935.63,25.4,False
a pinheiro,progreso,A. Pinheiro,Progreso,Uruguai,MED,Meia,Explosivo e rápido,28.43,28.43,10.73,67.49,1.1,10753.73,17.5,False
g mastriani,,G. Mastriani,América-MG,Série B,CA,Atacante,Baixa intensidade,28.05,28.05,7.45,52.44,1.29,9233.83,27.85,False
a soria,al sadd,A. Soría,Al Sadd,Catar,VOL,Volante,Mais intenso,27.87,27.87,8.73,62.4,0.76,10031.32,,True
t coppo,leones del norte,T. Coppo,Leones del Norte,Equador A,MED,Meia,Baixa intensidade,26.66,26.66,3.37,34.37,0.08,9373.57,16.3,False
f illanes,sport boys,F. Illanes,Sport Boys,Peru,MED,Meia,Baixa intensidade,27.18,27.18,3.29,33.23,0.32,8340.79,6.8,False
madson,,Mádson,Novorizontino,Série B,LD,Lateral,Explosivo e rápido,30.66,30.66,12.46,66.16,2.9,8992.54,20.2,True
j bosca fraquelli,racing,J. Bosca Fraquelli,Racing,Uruguai,VOL,Volante,Menos intenso,26.94,26.94,3.75,37.32,0.16,9494.77,9.8,False
j herrera,sarmiento,J. Herrera,Sarmiento,Argentina A,CA,Atacante,Baixa intensidade,27.89,27.89,8.61,56.03,0.6,9277.29,28.6,False
t silva,platense,T. Silva,Platense,Argentina A,LE,Lateral,Médio em tudo,28.26,28.26,8.87,61.83,0.92,9769.05,25.6,False
fabian angel,junior,Fabián Ángel,Junior,Colombia A,VOL,Volante,Intermediário,28.64,28.64,5.44,41.44,0.71,8877.54,5.8,True
c trujillo,tolima,C. Trujillo,Tolima,Colombia A,MED,Meia,Médio em tudo,28.23,28.23,7.75,60.34,0.64,9679.68,15.4,True
a perleche,cd moquegua,A. Perleche,CD Moquegua,Peru,LD,Lateral,Baixa intensidade,29.1,29.1,10.82,62.96,1.4,9091.06,25.0,False
f bruera,barracas central,F. Bruera,Barracas Central,Argentina A,CA,Atacante,Baixa intensidade,27.59,27.59,7.34,48.83,0.7,9956.59,25.2,False
j blanco,manta,J. Blanco,Manta,Equador A,CA,Atacante,Baixa intensidade,27.97,27.97,7.35,47.98,0.95,8392.5,27.2,False
j fuentes,cobresal,J. Fuentes,Cobresal,Chile,VOL,Volante,Menos intenso,27.64,27.64,2.96,30.88,0.46,8879.9,10.9,False
r martinez,talleres cordoba,R. Martínez,Talleres Córdoba,Argentina A,CA,Atacante,Baixa intensidade,28.95,28.95,11.03,67.0,1.58,9206.9,25.1,False
eder,,Éder,Ceará,Série B,ZD,Zaga,Baixa intensidade,28.53,28.53,4.15,29.93,0.89,8582.88,8.49,False
f gino,aldosivi,F. Gino,Aldosivi,Argentina A,VOL,Volante,Menos intenso,27.01,27.01,5.0,44.25,0.27,10639.42,17.8,False
kaio henrique,porto ii,Kaio Henrique,Porto II,Portugal B,LE,Lateral,Médio em tudo,28.41,28.41,9.0,56.62,1.33,9565.66,,False
c torrejon,deportivo garcilaso,C. Torrejón,Deportivo Garcilaso,Peru,VOL,Volante,Intermediário,26.85,26.85,3.17,31.01,0.73,8525.32,9.9,True
j molina,boyaca chico,J. Molina,Boyacá Chicó,Colombia A,CA,Atacante,Baixa intensidade,28.65,28.65,3.31,34.84,0.55,8052.54,23.2,False
f antonini,gimnasia mendoza,F. Antonini,Gimnasia Mendoza,Argentina A,VOL,Volante,Intermediário,26.57,26.57,6.34,48.16,0.85,10585.91,11.8,True
h caparo,cienciano,H. Caparo,Cienciano,Peru,MED,Meia,Baixa intensidade,26.95,26.95,4.96,42.49,0.41,9784.28,7.5,False
m montiel,central espanol,M. Montiel,Central Español,Uruguai,MED,Meia,Médio em tudo,27.85,27.85,7.72,60.51,1.06,10525.48,20.3,True
brandao,,Brandão,Ponte Preta,Série B,CA,Atacante,Explosivo e rápido,30.03,30.03,14.44,74.77,2.95,9272.5,31.57,False
miguel aguirre murillo quintana,deportivo pereira,Miguel Aguirre Murillo Quintana,Deportivo Pereira,Colombia A,CA,Atacante,Motor de volume,28.12,28.12,10.26,62.79,2.0,10292.42,30.8,True
matheus saldanha,al sharjah,Matheus Saldanha,Al Sharjah,Emirados,CA,Atacante,Baixa intensidade,29.31,29.31,8.34,49.33,1.31,8477.39,,False
cadu,,Cadu,Goiás,Série B,CA,Atacante,Explosivo e rápido,29.82,29.82,17.53,93.72,3.15,10687.5,35.04,False
d meza montiel,sportivo san lorenzo,D. Meza Montiel,Sportivo San Lorenzo,Paraguai,LE,Lateral,Médio em tudo,28.64,28.64,8.98,58.72,0.73,9637.64,22.5,False
g cabezas,,G. Cabezas,Athletic,Série B,MED,Meia,Médio em tudo,28.07,28.07,7.73,56.09,0.8,10540.25,25.92,True
